names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group
RPL37	11.309079	0.90597576	1.1832428207276699e-29	1.9342233741871075e-26	0.990990990990991
SNORA31	11.281043	0.9204617	1.6280384215241584e-29	2.5589633143241457e-26	1.0
RPS12	11.085602	0.99183136	1.4735690817253658e-28	2.2303832467729827e-25	0.9864864864864865
RPL28	11.02384	1.0458266	2.9327474360383155e-28	4.280449623877779e-25	0.990990990990991
RPS4X	10.999596	1.0463852	3.838472445894849e-28	5.409201842978786e-25	0.9819819819819819
RPS15A	10.972101	0.97911644	5.204838919131543e-28	7.090205070271625e-25	1.0
RPL26	10.78614	0.9057001	4.002469700638416e-27	5.276417072773876e-24	0.9864864864864865
RPS27A	10.620767	0.81008077	2.385932483256097e-26	3.047059462288341e-23	0.9864864864864865
MT-CYB	10.609389	0.7950833	2.6950373923531474e-26	3.3297979797504957e-23	0.9954954954954955
SNORD72	10.606816	0.8939566	2.770282411518263e-26	3.3297979797504957e-23	0.990990990990991
RPS8	10.60343	0.8859998	2.872470350136213e-26	3.3539784514004744e-23	0.9954954954954955
ACTB	10.590835	1.1942742	3.286498412247407e-26	3.7308147392587443e-23	0.9504504504504504
RPL5	10.547087	1.0480924	5.239662229456939e-26	5.787277738681533e-23	0.963963963963964
RPS20	10.496973	0.8790418	8.91941970589784e-26	9.592366450550711e-23	0.9819819819819819
SNORD100	10.479637	0.9025637	1.07154373315389e-25	1.1228404549435902e-22	0.990990990990991
RPL36	10.445099	1.0958395	1.5429376568218642e-25	1.5763808305334781e-22	0.9504504504504504
MT-ND5	10.437243	1.0080822	1.6760652941617916e-25	1.670628301866096e-22	0.9774774774774775
RPS16	10.334173	0.9133966	4.9365220780676665e-25	4.803353518199794e-22	0.990990990990991
RPL34	10.2917795	0.8108444	7.674454410167131e-25	7.293765776286049e-22	0.9954954954954955
RACK1	10.228935	1.0453668	1.4712844293252141e-24	1.366522290300762e-21	0.963963963963964
RPS25	10.224465	0.9136296	1.5407568126224144e-24	1.3992468591431158e-21	0.9864864864864865
HLA-DRA	10.201305	0.8231222	1.9562612941553772e-24	1.7379680501793e-21	0.9504504504504504
HLA-DPB1	10.145774	1.1470279	3.460243804487988e-24	3.0087187991066088e-21	0.9099099099099099
AP002990.1	10.12153	1.1636316	4.434288729114566e-24	3.775334947765104e-21	0.9459459459459459
FAU	10.118009	1.022517	4.596730216058923e-24	3.833766811013878e-21	0.9504504504504504
RPS24	10.103381	0.9808549	5.3369845407168745e-24	4.36213094450953e-21	0.963963963963964
RPL12	10.089431	0.9521261	6.1525468797356515e-24	4.930120261454056e-21	0.963963963963964
RPL14	10.072229	1.0503153	7.329748727539953e-24	5.760477716314909e-21	0.9684684684684685
RPL23	10.056654	0.8631605	8.586755293475621e-24	6.621036388272985e-21	0.9864864864864865
RPS3	10.0232	0.93330365	1.2053628699105785e-23	9.122141556414003e-21	0.972972972972973
RPS21	9.942883	0.9391628	2.7087223894162026e-23	2.0126792343322174e-20	0.9684684684684685
RPL23A	9.831008	0.83390236	8.278563792228452e-23	6.041429758875002e-20	0.9864864864864865
RPL29	9.815568	1.1289309	9.649295629083175e-23	6.918206394276178e-20	0.9324324324324325
PTMA	9.753265	1.1720277	1.7862874969334711e-22	1.2586243299513821e-19	0.8873873873873874
TPT1	9.739721	0.9565694	2.041141167351447e-22	1.4138189167144338e-19	0.963963963963964
PABPC1	9.727396	1.1885799	2.304163142995029e-22	1.5694039194129642e-19	0.8828828828828829
RPS13	9.650465	0.9210165	4.893328600675114e-22	3.278289506947375e-19	0.9819819819819819
RPL37A	9.647486	0.7903349	5.037583054243276e-22	3.32049849480258e-19	1.0
RPS29	9.641391	0.8953849	5.345884187364526e-22	3.4677817315083503e-19	0.9864864864864865
SNORD21	9.609697	1.1105233	7.276260159118004e-22	4.646233186291805e-19	0.8873873873873874
RPL10A	9.597372	1.0157895	8.200860493035984e-22	5.156070242598485e-19	0.9594594594594594
RPL13	9.593308	0.7524003	8.530448841001066e-22	5.265046262668291e-19	1.0
ACTG1	9.59209	1.498613	8.631856989717265e-22	5.265046262668291e-19	0.8108108108108109
RPL31	9.5897875	0.7830621	8.826671008261516e-22	5.304699471979755e-19	0.990990990990991
RPS15	9.570013	0.9615351	1.0689227689970582e-21	6.33096620298591e-19	0.9594594594594594
RPL30	9.531412	0.76966536	1.5515801457519467e-21	9.0583465452064e-19	0.9819819819819819
SNORD36B	9.527213	1.0748445	1.6156151836462711e-21	9.299344466207347e-19	0.9144144144144144
CD52	9.511909	1.0469606	1.8719590473933045e-21	1.0625187554141968e-18	0.9324324324324325
NACA	9.452856	1.0971351	3.297086884683046e-21	1.84578150296359e-18	0.918918918918919
RPL38	9.430779	0.88257486	4.0705339870194964e-21	2.2479798979395373e-18	0.9774774774774775
RPL18	9.370237	0.9688514	7.236983720526436e-21	3.943384182756718e-18	0.9684684684684685
RPLP2	9.315789	0.73134285	1.2104878595878246e-20	6.509079915496794e-18	0.9954954954954955
MT-ND2	9.289514	0.76901275	1.5499444843284306e-20	8.226179381954542e-18	1.0
RPS23	9.273938	0.7404518	1.7939685202469598e-20	9.399245066273398e-18	0.9864864864864865
CD79A	9.218137	0.69005615	3.0230843647001704e-20	1.5638530219266058e-17	1.0
UBA52	9.182515	0.9553786	4.211371112799891e-20	2.1513262908349144e-17	0.9369369369369369
GNAI2	9.15326	1.9205613	5.524082156070186e-20	2.78706994410025e-17	0.6036036036036037
RPL35	9.151228	0.9726935	5.628978350624225e-20	2.80535924701171e-17	0.963963963963964
SNORA52	9.146624	0.8303714	5.874087814383453e-20	2.89224514108926e-17	0.9819819819819819
RPL15	9.083643	0.8787196	1.0500009466232605e-19	5.108379605434856e-17	0.990990990990991
MT-ND1	9.039083	0.69965935	1.5799160376305443e-19	7.59605043645264e-17	0.9954954954954955
HLA-E	9.028248	1.1139365	1.744426636376384e-19	8.289474807999266e-17	0.918918918918919
PFN1	9.005358	1.4865373	2.1496314686747782e-19	1.0097584969003698e-16	0.7162162162162162
RPL24	8.999941	1.0421104	2.25840186021845e-19	1.0487966911539478e-16	0.8963963963963963
AC116533.1	8.997909	1.1017092	2.3005778218121966e-19	1.0563788072359443e-16	0.8963963963963963
MT-ND3	8.994117	0.70083433	2.3813990295752403e-19	1.0813403793516817e-16	1.0
RPL32	8.980844	0.7185979	2.686995288162482e-19	1.2066971037509468e-16	0.9864864864864865
SNORA70	8.953755	0.8503573	3.435910940291205e-19	1.5262540477921811e-16	0.9819819819819819
PPIA	8.888473	1.4667976	6.195486990589672e-19	2.722483514456216e-16	0.7117117117117117
SNORD35A	8.870459	1.1053103	7.284532993348192e-19	3.1669894663740485e-16	0.8558558558558559
RPL4	8.839036	1.0138398	9.654788850531751e-19	4.153286904786116e-16	0.8873873873873874
RPL27	8.821293	0.8677399	1.1314519769894865e-18	4.816567494128057e-16	0.9594594594594594
RPL6	8.8003	1.0565431	1.3645098615167528e-18	5.748806650577849e-16	0.8378378378378378
AC026366.1	8.794746	1.0390689	1.4337087643087619e-18	5.978711843980221e-16	0.8918918918918919
OAZ1	8.751541	1.4400072	2.104587715344527e-18	8.687695572018665e-16	0.7297297297297297
MTATP6P1	8.64522	0.829648	5.370191390937342e-18	2.1754860418673877e-15	0.963963963963964
RPS19	8.645084	0.7737287	5.3765652048989685e-18	2.1754860418673877e-15	0.9864864864864865
ARHGDIB	8.619621	1.2127753	6.717596643465062e-18	2.6914511963577126e-15	0.8153153153153153
RPL7A	8.392487	0.962689	4.7596829712415916e-17	1.8884850872400983e-14	0.8918918918918919
RPLP0	8.322192	1.0549473	8.635124440120705e-17	3.3931887547539703e-14	0.8873873873873874
RPS17	8.308513	0.78860694	9.690918664254518e-17	3.7717978385913273e-14	0.9594594594594594
SNORA7A	8.198534	0.7816588	2.433359902861085e-16	9.381520674549431e-14	0.954954954954955
HLA-DPA1	8.173071	0.97186667	3.0063654388804777e-16	1.1482349195395187e-13	0.8873873873873874
GAPDH	8.123635	1.946982	4.524247182133535e-16	1.7119667554838073e-13	0.5675675675675675
MIR7111	8.088826	1.0315322	6.024223487216601e-16	2.2586416628631266e-13	0.8378378378378378
RPL23AP42	8.07447	0.79951996	6.777042903841463e-16	2.517794657738992e-13	0.9099099099099099
AP005202.1	7.976004	0.9693785	1.5114700523560683e-15	5.564796993660851e-13	0.8513513513513513
RPS5	7.9632726	0.85285246	1.6754785061927735e-15	6.113551795766077e-13	0.9504504504504504
MT-ND4L	7.961376	1.0472946	1.701360034983308e-15	6.153051376076358e-13	0.8828828828828829
SNORA62	7.9351006	0.9619346	2.1032451137294335e-15	7.53976474234919e-13	0.8513513513513513
EEF2	7.929683	1.1943295	2.1970580349780135e-15	7.807580062212738e-13	0.7432432432432432
MIR6850	7.9145136	0.88254696	2.4822144292501602e-15	8.744884231048819e-13	0.9144144144144144
VIM	7.90422	1.5931095	2.696161993505113e-15	9.417440357997732e-13	0.6081081081081081
TMBIM6	7.893791	1.7428964	2.9314256514214824e-15	1.015242136412218e-12	0.5495495495495496
FTL	7.856274	0.9328725	3.9572920054154935e-15	1.359013885590882e-12	0.9009009009009009
RPL8	7.7754154	0.79698557	7.520020185008566e-15	2.5610055408395423e-12	0.9504504504504504
COTL1	7.7273335	2.002298	1.0982243350408216e-14	3.7091846198440706e-12	0.4954954954954955
HLA-DRB1	7.7247605	0.933605	1.120639475828719e-14	3.753866676941988e-12	0.8693693693693694
RPL13A	7.7162275	0.96324366	1.198232850523019e-14	3.981153000188961e-12	0.8513513513513513
AC008038.1	7.715144	1.1323152	1.2084567064225034e-14	3.982741953336165e-12	0.7297297297297297
GNAS	7.679252	1.1192265	1.6002005812501142e-14	5.2316317723158734e-12	0.7702702702702703
AC073861.1	7.553698	0.86052763	4.230705734810648e-14	1.3721924703532281e-11	0.8648648648648649
RPS7P1	7.4682345	1.0521883	8.127789735689496e-14	2.615420339593879e-11	0.7747747747747747
UBB	7.452794	1.179465	9.138377362386086e-14	2.917641153661189e-11	0.7117117117117117
RPL13AP25	7.438302	0.8423279	1.0198770619140892e-13	3.2309547200963626e-11	0.9099099099099099
RPL35A	7.403629	0.72838026	1.325123055239761e-13	4.1656772229602544e-11	0.9504504504504504
ARPC2	7.3940125	1.3489478	1.4246282770268645e-13	4.444296473073044e-11	0.6486486486486487
RPL3P4	7.378166	0.8416479	1.6048475548498302e-13	4.968583713943031e-11	0.8873873873873874
SUB1	7.3715296	1.9884571	1.686815386748631e-13	5.1830890534027293e-11	0.5315315315315315
AC022431.1	7.344983	0.9594124	2.0578538745420652e-13	6.275993603799297e-11	0.8108108108108109
MIR6805	7.3379397	0.87382317	2.1690641851148318e-13	6.566158966895395e-11	0.8918918918918919
EEF1B2	7.3218226	0.9695435	2.4462568968026374e-13	7.350822103061278e-11	0.8198198198198198
LAPTM5	7.3189783	0.9123348	2.498662204347449e-13	7.453491117158189e-11	0.8243243243243243
ARPC3	7.308278	1.1788882	2.7058689866636785e-13	8.013097672317721e-11	0.6711711711711712
AL928654.4	7.222815	2.174774	5.092232980250991e-13	1.4971531309634336e-10	0.47297297297297297
HSPA8	7.205343	1.2822269	5.789795837132831e-13	1.6900827605436242e-10	0.6486486486486487
GDI2	7.1358614	1.545684	9.61828133143202e-13	2.7877326466073216e-10	0.545045045045045
PSAP	7.127329	1.76783	1.0233550385904227e-12	2.9451725607094935e-10	0.4954954954954955
COX4I1	7.1007824	1.1606688	1.2405274025175212e-12	3.545219115991856e-10	0.6666666666666666
RPS28P7	7.0881863	0.9243092	1.3588110628969434e-12	3.856286924125652e-10	0.8153153153153153
MS4A1	7.059608	0.6174912	1.6697290503863887e-12	4.70598738635452e-10	0.9324324324324325
MYL12A	7.014642	1.2019528	2.3053926229046473e-12	6.453046597277002e-10	0.6261261261261262
PTPRC	7.0109844	1.1831495	2.3664676539078674e-12	6.578941062058014e-10	0.6486486486486487
FO393411.1	6.9952736	0.79894555	2.6474211767849123e-12	7.31028116430196e-10	0.8738738738738738
TOMM7	6.9887724	1.11956	2.7730217385841676e-12	7.605710026222764e-10	0.6756756756756757
RAC2	6.935544	1.2526819	4.046615068978596e-12	1.1024867868263218e-09	0.6306306306306306
MT-ATP8	6.9289074	1.0712122	4.2410396964247344e-12	1.1478050945284082e-09	0.7252252252252253
RPL36AL	6.915634	1.1901839	4.657757849088483e-12	1.252293355386178e-09	0.6531531531531531
RPL22	6.900871	0.873192	5.168471847911539e-12	1.380522477180398e-09	0.8063063063063063
RPS9	6.8995166	0.87726206	5.217986355792711e-12	1.3846977168972773e-09	0.8558558558558559
EZR	6.875137	1.410981	6.1930327698650545e-12	1.6328430335875818e-09	0.5540540540540541
RPS10	6.854279	0.8816037	7.167307851197372e-12	1.8776049356082242e-09	0.8153153153153153
TPM3	6.8464236	1.4993606	7.57191568285065e-12	1.970964829369793e-09	0.527027027027027
AP001324.1	6.8399224	0.88693434	7.923618879234397e-12	2.04945906795995e-09	0.8108108108108109
PLAC8	6.7602825	1.4792366	1.3772272333565908e-11	3.5398204619864026e-09	0.5495495495495496
AL033519.2	6.732788	0.8633214	1.664423383277864e-11	4.248514156462e-09	0.8468468468468469
RPL7AP6	6.7319756	1.0152817	1.6737484503153694e-11	4.248514156462e-09	0.7072072072072072
RPL7P9	6.7270994	0.89783114	1.7307827551191587e-11	4.366166595892263e-09	0.7792792792792793
SNORD58A	6.702314	0.89820164	2.0514484429193898e-11	5.143346228023724e-09	0.7792792792792793
EIF1	6.6818624	0.95908546	2.359248264170128e-11	5.878987732429306e-09	0.7432432432432432
ACTR2	6.6540966	1.3021306	2.850451735521385e-11	7.059964307609238e-09	0.5630630630630631
CALM2	6.6117034	1.5567539	3.799221395118951e-11	9.353179563513624e-09	0.5
MIR3648-1	6.594096	1.2222625	4.278541640329675e-11	1.0470129414092984e-08	0.6621621621621622
SH3BGRL3	6.5871887	1.0491732	4.4823242574531126e-11	1.0903520561270021e-08	0.6936936936936937
AC024293.1	6.5794687	0.7737271	4.721327313539652e-11	1.1416951675883134e-08	0.8828828828828829
NPM1	6.5743217	1.1111155	4.8875428951078834e-11	1.174936561731611e-08	0.6711711711711712
SYVN1	6.5729675	1.0215163	4.932226858208883e-11	1.1787445322480843e-08	0.7072072072072072
ATP5E	6.5431705	1.1630195	6.022818450151292e-11	1.4227428994354499e-08	0.6306306306306306
YBX1	6.5025377	1.2036647	7.897612142392898e-11	1.8548949162251182e-08	0.6216216216216216
YWHAZ	6.488858	1.1093724	8.64892539164982e-11	2.0197464798888754e-08	0.6351351351351351
CD48	6.485743	1.1971364	8.829546819992934e-11	2.0502107380264273e-08	0.581081081081081
PTPN6	6.4520183	1.3335294	1.1037026612191929e-10	2.5483060257652404e-08	0.545045045045045
COX7C	6.450664	1.0920197	1.1136125211409503e-10	2.556741736037484e-08	0.6531531531531531
RPL24P4	6.4119277	1.101963	1.436910377202789e-10	3.280570747773541e-08	0.6126126126126126
MCL1	6.4008217	1.8216636	1.5454321043270148e-10	3.498645639543434e-08	0.42792792792792794
UBC	6.400415	1.2798285	1.5495506417338232e-10	3.498645639543434e-08	0.5720720720720721
SNORD83A	6.3792863	0.922834	1.7791517610060584e-10	3.994977748188714e-08	0.7477477477477478
RPL18AP3	6.3554487	0.80175114	2.0781921763660654e-10	4.640955173308852e-08	0.8018018018018018
AC019205.3	6.3469157	0.83326364	2.1967426883798288e-10	4.879037143805351e-08	0.7612612612612613
RPL10	6.3410916	0.8978305	2.281424949691801e-10	5.0397293740029646e-08	0.7522522522522522
AP000936.3	6.3390603	0.73286325	2.311708896536152e-10	5.079172444878652e-08	0.8468468468468469
UCP2	6.333778	1.1875826	2.392296627822689e-10	5.228127609049723e-08	0.5855855855855856
AC078817.1	6.321724	0.87946695	2.586615415307521e-10	5.622724051987897e-08	0.7297297297297297
RPL10P16	6.314139	0.83176017	2.716696684749207e-10	5.874245683367504e-08	0.7747747747747747
RHOA	6.262265	1.3227721	3.7942546718833047e-10	8.161042403992368e-08	0.545045045045045
SRP14	6.2609105	1.3514453	3.827359862368595e-10	8.189147408137035e-08	0.5180180180180181
MYL6	6.2568474	1.2988539	3.928376334732894e-10	8.361508107892145e-08	0.545045045045045
AC134669.2	6.238427	1.1195824	4.419919260809554e-10	9.359007276243732e-08	0.6126126126126126
RPS27AP16	6.232739	0.82269967	4.583501452376224e-10	9.655358446095833e-08	0.7927927927927928
FTH1	6.225154	0.785636	4.810830465937002e-10	1.0082267110330639e-07	0.7972972972972973
CTSS	6.1377945	1.3388834	8.367505397326223e-10	1.7446675666965854e-07	0.5135135135135135
AC245033.1	6.1334605	0.8140808	8.598789289526136e-10	1.7837904664724092e-07	0.7792792792792793
RPL18A	6.1163945	0.8109453	9.571609647960037e-10	1.975570563046378e-07	0.7702702702702703
MTCO1P12	6.094047	0.8312339	1.1009141111771793e-09	2.2608571347476278e-07	0.8063063063063063
MTDH	6.090661	1.7011997	1.124455570990884e-09	2.297656290984223e-07	0.43243243243243246
NAP1L1	6.0473194	0.9376512	1.4727542367883637e-09	2.9943804674044803e-07	0.7117117117117117
TMSB10	6.0461006	0.72961503	1.4839343083349241e-09	3.0021754147882846e-07	0.9279279279279279
EIF4G2	5.9656487	1.3721691	2.4366434562121833e-09	4.905335375616912e-07	0.4954954954954955
HSP90AA1	5.957251	1.0950261	2.5651592344478804e-09	5.138743256577525e-07	0.6171171171171171
HNRNPA2B1	5.944926	1.153027	2.765818367327165e-09	5.513692644758988e-07	0.5765765765765766
HSP90AB1	5.943978	1.1791148	2.7818716737557567e-09	5.518774256862937e-07	0.5855855855855856
BTF3	5.9401855	0.98598635	2.8469971191513435e-09	5.620687500886857e-07	0.6396396396396397
UQCRB	5.9278603	1.265631	3.0690731150217507e-09	6.029990913057399e-07	0.5315315315315315
IGHG3	5.9030747	3.1737585	3.567888509067582e-09	6.976502377993535e-07	0.32882882882882886
SNORD18B	5.8812685	1.1915505	4.071339872267075e-09	7.923021264758977e-07	0.5315315315315315
YWHAB	5.879508	1.1718047	4.114881997659585e-09	7.969804862481244e-07	0.5675675675675675
ENO1	5.831697	1.9855483	5.486647808545086e-09	1.0576548867538302e-06	0.3783783783783784
SERF2	5.815173	1.1102258	6.057114614774981e-09	1.162141328460137e-06	0.5765765765765766
IFI30	5.783615	1.7323064	7.311201429300688e-09	1.3962003215478095e-06	0.42342342342342343
AC007969.1	5.775218	0.9105486	7.685352176826986e-09	1.4608245926064577e-06	0.6666666666666666
CALM1	5.773051	1.1273749	7.784890069411365e-09	1.4728939929010846e-06	0.5585585585585585
PCBP2	5.7637053	1.1422628	8.22869633582739e-09	1.549687249568009e-06	0.536036036036036
MT-TK	5.746775	0.83482325	9.096147373803691e-09	1.7051938290148415e-06	0.7432432432432432
BANK1	5.7421703	1.0899886	9.347074508194016e-09	1.7442323923578305e-06	0.5855855855855856
EIF3H	5.7389197	1.1302621	9.528237496315234e-09	1.7699567352814302e-06	0.545045045045045
HLA-H	5.7229376	1.4027945	1.0469770569829671e-08	1.9360548139241137e-06	0.46396396396396394
TMA7	5.6860976	1.2849296	1.2997513490748463e-08	2.3926548821009795e-06	0.49099099099099097
SNORD55	5.684879	0.8670115	1.3090559742348608e-08	2.3989771524240386e-06	0.7522522522522522
PTP4A2	5.6836596	1.1522701	1.318425301640698e-08	2.405361017953143e-06	0.5225225225225225
CFL1	5.653456	0.98551744	1.5725316363852388e-08	2.8435686010688296e-06	0.6351351351351351
RPS3A	5.653456	0.8200285	1.5725316363852388e-08	2.8435686010688296e-06	0.7387387387387387
FCMR	5.651018	0.88539165	1.5950011397418304e-08	2.871493902107021e-06	0.7072072072072072
H3F3AP6	5.5927787	1.1389136	2.2346426811022196e-08	4.005400984587913e-06	0.5315315315315315
RALGPS2	5.569076	1.305875	2.5609334048049206e-08	4.570203731622825e-06	0.4774774774774775
AC012618.1	5.565419	0.8442311	2.6152267661728235e-08	4.6468031414428165e-06	0.6981981981981982
RPL13AP5	5.525735	0.80603486	3.2810893418263934e-08	5.804687365039793e-06	0.7027027027027027
H3F3B	5.502439	1.0541223	3.745724988217624e-08	6.598126857478001e-06	0.5630630630630631
AC127070.1	5.484967	0.81004363	4.135460657589876e-08	7.253385008314398e-06	0.6846846846846847
AC008021.1	5.476841	0.9180542	4.3298654988035185e-08	7.561906552974504e-06	0.6171171171171171
LYN	5.4731836	1.3887423	4.420211414394823e-08	7.686841696683967e-06	0.43243243243243246
AC016739.1	5.465599	0.8442937	4.61345896809406e-08	7.98890795123305e-06	0.7072072072072072
SYK	5.4439287	1.555947	5.211814341624321e-08	8.986971168740977e-06	0.40540540540540543
PLEK	5.437292	1.8770936	5.409647833823989e-08	9.28891084138172e-06	0.36036036036036034
CNBP	5.389481	1.2402546	7.066141035989599e-08	1.208250986266891e-05	0.481981981981982
RPS28	5.3703837	0.8602463	7.856921440042942e-08	1.3378700353759786e-05	0.6396396396396397
LUZP6	5.3270426	1.291695	9.982472999335563e-08	1.692754041758699e-05	0.45045045045045046
AL049873.1	5.3148527	0.8234798	1.0674350334035964e-07	1.802597830996065e-05	0.6621621621621622
HNRNPU	5.309029	1.3456223	1.1021082596130559e-07	1.853492108872706e-05	0.44594594594594594
AL009174.1	5.30009	0.9831063	1.1574571965162019e-07	1.938598493853591e-05	0.581081081081081
GMFG	5.2969747	1.6213036	1.1773701544235813e-07	1.963901473503204e-05	0.38738738738738737
KLF2	5.2870874	1.1764499	1.2427922819767237e-07	2.064601308436698e-05	0.49099099099099097
MIF	5.2754397	1.3937906	1.3243829459027372e-07	2.1912371599274155e-05	0.44594594594594594
CLIC1	5.2647395	1.4477657	1.4038816743809235e-07	2.313404531730855e-05	0.43243243243243246
UQCRH	5.241308	1.4753118	1.5944206931126702e-07	2.610197123098087e-05	0.4099099099099099
MKNK2	5.2410374	1.608348	1.5967633561908672e-07	2.610197123098087e-05	0.3738738738738739
OST4	5.2257323	1.3768384	1.734669552704073e-07	2.8243322952333604e-05	0.44144144144144143
PSME1	5.219231	1.2260518	1.796672129482878e-07	2.9136745998244752e-05	0.47297297297297297
ARL6IP5	5.216658	1.5021359	1.8218020822492697e-07	2.942750422738376e-05	0.40540540540540543
LCP1	5.212053	1.1693524	1.8676220375358055e-07	3.0048862129124317e-05	0.5180180180180181
LITAF	5.1934977	1.6292348	2.0637970758407246e-07	3.3074978469954077e-05	0.3738738738738739
IFITM2	5.1772447	1.1855602	2.2518696344730954e-07	3.5948107950004684e-05	0.46846846846846846
CAPZA1	5.1687117	1.3915082	2.3571312620468482e-07	3.748205575333406e-05	0.4099099099099099
LSP1	5.1642423	1.6035252	2.4141496815424445e-07	3.8239943812246155e-05	0.36936936936936937
CD53	5.1456866	0.9781275	2.665439279828564e-07	4.205733862886252e-05	0.5585585585585585
CHCHD2	5.143926	1.5596064	2.6905557540106427e-07	4.229036230736651e-05	0.3963963963963964
SET	5.109524	1.0288283	3.2297165837587227e-07	5.057043204155851e-05	0.5315315315315315
MIR6797	5.10519	0.6112526	3.304627242434268e-07	5.154587844143558e-05	0.8738738738738738
SEL1L3	5.05616	1.6224464	4.277824629662685e-07	6.647218978723382e-05	0.36936936936936937
IGHG1	5.048169	3.0542479	4.460645571769679e-07	6.905045552329981e-05	0.2882882882882883
IGHA1	5.013225	2.4259326	5.352521583899577e-07	8.254396210159398e-05	0.32882882882882886
SEPT6	4.9878974	1.5523212	6.103991214243686e-07	9.377887554605139e-05	0.3783783783783784
IGKC	4.9832926	0.94716525	6.251132019887092e-07	9.56797798714329e-05	0.7027027027027027
AC136632.1	4.9785523	0.7953791	6.406169073194038e-07	9.768690728142566e-05	0.6666666666666666
RPL5P34	4.961757	0.9010918	6.985821368968187e-07	0.00010612994865636538	0.5495495495495496
ATP5G2	4.933992	1.14067	8.056576870390646e-07	0.00012166247667161248	0.47297297297297297
NME2	4.933721	1.4247588	8.0677640095938e-07	0.00012166247667161248	0.4009009009009009
CDV3	4.907039	1.5009971	9.246160114657398e-07	0.00013892015639915584	0.3738738738738739
CD164	4.9058204	1.4508004	9.303775388308201e-07	0.00013927376878900778	0.3738738738738739
IKZF1	4.8892965	1.1712073	1.01197080305972e-06	0.00015093507594394736	0.43243243243243246
DYNLL1	4.872637	1.642764	1.101184354658976e-06	0.00016364400371581228	0.35135135135135137
CAP1	4.870741	1.1567587	1.1118059229065675e-06	0.00016462381395443006	0.4594594594594595
NACA3P	4.864646	0.94959575	1.1466185614878148e-06	0.0001691655622827528	0.5180180180180181
CCNI	4.862614	0.7485088	1.1584541069368548e-06	0.00017029692082082176	0.6216216216216216
EIF3L	4.8531337	1.1865697	1.2152584534920065e-06	0.0001776138458443323	0.46396396396396394
SCIMP	4.8528624	1.9629396	1.2169201760934994e-06	0.0001776138458443323	0.3108108108108108
SLC25A3	4.8497477	1.5452702	1.2361877895481444e-06	0.00017978393735040577	0.36936936936936937
AL450405.1	4.826858	1.0029227	1.3870405213342328e-06	0.00020100774817505707	0.4954954954954955
SLC25A5	4.8138556	1.5193727	1.480458896876892e-06	0.00021378768105536375	0.3783783783783784
MOB1A	4.805458	1.2262734	1.5439755788440225e-06	0.00022217482387541784	0.42792792792792794
EIF3E	4.803562	0.9514656	1.5586764206503246e-06	0.00022350326064111164	0.5315315315315315
CSDE1	4.798686	1.295531	1.5970990810007118e-06	0.00022821205644495135	0.40540540540540543
MT-ND6	4.7929974	1.6003193	1.643076597256859e-06	0.0002339638024393591	0.36486486486486486
AC073621.1	4.78758	0.61378324	1.6880457093337347e-06	0.00023953251390049213	0.8063063063063063
