names	scores	logfoldchanges	pvals	pvals_adj
IL7R	0.5233293	0.07342004	0.6007451183086978	1.0
MOCS2	0.5230993	0.6813984	0.600905145400807	1.0
HEATR1	0.5229843	0.5239909	0.6009851661671803	1.0
TMX3	0.52286935	0.68321633	0.6010651917460748	1.0
OSBPL9	0.52286935	0.47363102	0.6010651917460748	1.0
ETFB	0.52286935	0.35278752	0.6010651917460748	1.0
EHD3	0.52217937	1.3218459	0.6015454462393168	1.0
TMEM2	0.5219494	0.6896139	0.6017055695356921	1.0
AGO4	0.52148944	1.2770649	0.6020258737894226	1.0
LUC7L	0.52148944	1.1788479	0.6020258737894226	1.0
RHEB	0.5210295	0.650479	0.6023462548833539	1.0
AURKAIP1	0.5210295	0.70503896	0.6023462548833539	1.0
AC078927.1	0.52079946	0.4300484	0.6025064742299697	1.0
FAM153C	0.52079946	0.6826535	0.6025064742299697	1.0
SLAMF1	0.52079946	0.809015	0.6025064742299697	1.0
SNX8	0.5203395	0.9174395	0.6028269704916271	1.0
UBE2J2	0.52010953	1.0878673	0.6029872473943106	1.0
TFAM	0.52010953	0.31166956	0.6029872473943106	1.0
MAGT1	0.5199945	0.87873	0.6030673930359114	1.0
NAT10	0.5199945	1.1076282	0.6030673930359114	1.0
POLR3K	0.5198795	0.749283	0.6031475434699876	1.0
ACAD9	0.5198795	25.305746	0.6031475434699876	1.0
AC008555.5	0.5198795	25.119751	0.6031475434699876	1.0
CCDC58	0.5198795	25.057236	0.6031475434699876	1.0
CDADC1	0.5198795	25.209494	0.6031475434699876	1.0
SOWAHD	0.5198795	25.296034	0.6031475434699876	1.0
ESS2	0.5198795	25.300568	0.6031475434699876	1.0
SART1	0.5198795	0.43597242	0.6031475434699876	1.0
CUL4B	0.5198795	0.38345462	0.6031475434699876	1.0
SMUG1	0.5198795	25.188541	0.6031475434699876	1.0
C6orf106	0.51976454	0.24310851	0.6032276986957653	1.0
EP400	0.51941955	0.41115972	0.6034681931155741	1.0
MEPCE	0.51907456	0.23465484	0.603708730632843	1.0
CCDC112	0.5189596	0.9915088	0.6037889193788661	1.0
SIDT1	0.5184996	1.1065254	0.6041097222102981	1.0
WBP1L	0.5181546	0.48805776	0.6043503745518727	1.0
UBA52	0.51792467	0.34323943	0.6045108333479542	1.0
C1orf174	0.5173497	1.0840186	0.6049120639488209	1.0
MAP3K4	0.51688975	0.5769407	0.6052331343777791	1.0
CBX5	0.51665974	0.9794767	0.6053936982245763	1.0
ROCK2	0.51654476	1.0511807	0.6054739873033317	1.0
BCL6	0.5164298	1.0304222	0.6055542811512871	1.0
CCNT2	0.5164298	0.6392309	0.6055542811512871	1.0
MBNL2	0.5164298	0.93041366	0.6055542811512871	1.0
JKAMP	0.51631474	1.1045283	0.605634579767664	1.0
KYNU	0.5159698	0.33733267	0.6058755042195365	1.0
COMT	0.5159698	0.64027256	0.6058755042195365	1.0
CLN3	0.5157398	2.2062564	0.6060361443486122	1.0
MRPL3	0.5157398	0.68535525	0.6060361443486122	1.0
FAM200B	0.5153948	1.2044684	0.6062771402683773	1.0
HK1	0.5153948	0.39910457	0.6062771402683773	1.0
RPS10P3	0.5152798	0.06838169	0.6063574817654869	1.0
CLCC1	0.5152798	2.2078242	0.6063574817654869	1.0
BFAR	0.51412994	0.5610636	0.6071611584422405	1.0
ELOVL1	0.51401496	1.0420475	0.6072415522632957	1.0
SELENOM	0.51343995	1.9348826	0.6076435926334189	1.0
PRRC2A	0.51343995	1.9216021	0.6076435926334189	1.0
KLHL12	0.51321	2.0014246	0.6078044420237864	1.0
PDIA6	0.51321	0.18481809	0.6078044420237864	1.0
AC113367.1	0.51298	0.061416384	0.6079653104003672	1.0
CASC4	0.51298	0.1312003	0.6079653104003672	1.0
MRPS5	0.51275	1.7011282	0.6081261977568923	1.0
HINT3	0.51275	1.7885618	0.6081261977568923	1.0
RALGAPA1	0.51275	1.9654989	0.6081261977568923	1.0
CKAP4	0.51252	1.4981893	0.6082871040870903	1.0
C4orf48	0.51252	1.7044789	0.6082871040870903	1.0
MADD	0.51252	1.7751335	0.6082871040870903	1.0
ELP6	0.51229006	1.7038692	0.6084480293846872	1.0
VPS13B	0.51229006	1.9479529	0.6084480293846872	1.0
ITPA	0.51229006	0.5728699	0.6084480293846872	1.0
PYHIN1	0.51229006	1.7944895	0.6084480293846872	1.0
METTL3	0.51229006	1.9997243	0.6084480293846872	1.0
RIPK1	0.5113701	1.5483774	0.6090919201234825	1.0
PDE6D	0.51125515	0.84146464	0.609172427777068	1.0
GADD45GIP1	0.51102513	0.43841806	0.6093334572830842	1.0
ERCC6	0.51091015	1.6494466	0.6094139791339417	1.0
NFATC3	0.51091015	0.29288653	0.6094139791339417	1.0
RPS15AP17	0.5107952	0.8628286	0.60949450571565	1.0
KCMF1	0.51056516	0.5074538	0.6096555730684706	1.0
SLC50A1	0.51056516	0.82664704	0.6096555730684706	1.0
RPL32	0.5104502	0.17289902	0.6097361138380086	1.0
RCC1L	0.5103352	0.7033375	0.6098166593352485	1.0
USP1	0.51022017	0.3592423	0.6098972095594026	1.0
PNKD	0.51022017	0.30278182	0.6098972095594026	1.0
LATS1	0.51022017	1.5557706	0.6098972095594026	1.0
ABHD13	0.5099902	1.6115348	0.6100583241853026	1.0
PFKL	0.5097602	0.3521351	0.6102194577094041	1.0
AC000089.1	0.5097602	0.5600846	0.6102194577094041	1.0
MRPL32	0.5097602	0.5480115	0.6102194577094041	1.0
MTPAP	0.50953025	1.4596683	0.6103806101254	1.0
CSNK1E	0.50953025	1.4439614	0.6103806101254	1.0
HNRNPL	0.50953025	0.5258655	0.6103806101254	1.0
CCDC18-AS1	0.50930023	1.4428254	0.6105417814269807	1.0
SPARC	0.50930023	1.4301455	0.6105417814269807	1.0
TCF20	0.50930023	1.3891219	0.6105417814269807	1.0
IGLC3	0.50918525	-0.059619486	0.6106223741578924	1.0
EIF4A2P3	0.50884026	1.4229063	0.6108641806616424	1.0
IL13RA1	0.50884026	0.50516605	0.6108641806616424	1.0
CTCF	0.5086103	0.28498653	0.6110254085820901	1.0
N4BP2L1	0.5083803	1.2291064	0.6111866553628559	1.0
PICALM	0.5082653	0.38697696	0.6112672858238819	1.0
APOL3	0.5082653	0.4743057	0.6112672858238819	1.0
DCAF1	0.50815034	1.2890673	0.6113479209976158	1.0
SOAT1	0.50803536	0.8492591	0.6114285608832668	1.0
NAXE	0.5075754	0.76895446	0.611751167529218	1.0
CCNL1	0.50746036	0.37813726	0.6118318309625854	1.0
SELENOH	0.50746036	0.26668757	0.6118318309625854	1.0
SART3	0.5072304	0.8905481	0.6119931719500328	1.0
RAB4A	0.5072304	0.78703004	0.6119931719500328	1.0
RAB27A	0.50677043	0.73066825	0.6123159103855946	1.0
SCPEP1	0.50677043	0.5812338	0.6123159103855946	1.0
PIK3C3	0.50665545	0.8215756	0.6123966067525004	1.0
SDHB	0.5065404	0.27635908	0.6124773078210266	1.0
PTAR1	0.5061955	0.73587006	0.612719439228393	1.0
DNAJC7	0.5059655	0.50858825	0.6128808836601907	1.0
MRPL19	0.5058505	1.134101	0.612961612921774	1.0
FAM96A	0.5058505	0.03869132	0.612961612921774	1.0
EXOC1	0.5057355	0.7134221	0.6130423468794209	1.0
CLK4	0.5056205	1.2483721	0.6131230855323375	1.0
CARD8-AS1	0.5056205	0.5522247	0.6131230855323375	1.0
PCMTD1	0.5055055	0.16381888	0.6132038288797288	1.0
UBE2G1	0.5053905	0.51586854	0.6132845769208001	1.0
SLC7A6	0.5042406	1.2888583	0.6140923153089366	1.0
CCPG1	0.5040106	0.9191096	0.6142539192311585	1.0
RBBP5	0.5040106	1.1335576	0.6142539192311585	1.0
GIT1	0.50355065	4.154768	0.6145771832692102	1.0
TOB2	0.50332063	0.2478179	0.6147388433722811	1.0
FAM78A	0.5030907	0.81113404	0.6149005221895385	1.0
GTF2F1	0.5024007	0.2156784	0.6153856708625527	1.0
JPT1	0.50148076	0.35725355	0.6160327973707717	1.0
TYW3	0.50148076	0.9948264	0.6160327973707717	1.0
GIMAP8	0.5012508	2.6646278	0.6161946256713872	1.0
IMPA1	0.5010208	2.8343108	0.616356472628615	1.0
CRYZ	0.5010208	2.6462953	0.616356472628615	1.0
CBLL1	0.5010208	0.36442578	0.616356472628615	1.0
EP300	0.5010208	0.18856831	0.616356472628615	1.0
TCP11L2	0.50079083	2.4209065	0.6165183382360448	1.0
SSR1	0.50079083	0.09768136	0.6165183382360448	1.0
TADA2B	0.50079083	0.9963955	0.6165183382360448	1.0
ZNF550	0.50079083	2.307968	0.6165183382360448	1.0
DYNLT3	0.50079083	0.93511146	0.6165183382360448	1.0
AC008813.1	0.50079083	2.7952602	0.6165183382360448	1.0
GBP1	0.50067586	0.508391	0.6165992780315814	1.0
RN7SL3	0.5005608	0.9884023	0.6166802224872631	1.0
RAB9A	0.50033087	0.66442275	0.6168421253758536	1.0
VPS39	0.49998587	0.6312647	0.6170850146397707	1.0
MARCH5	0.4998709	0.9526356	0.6171659870394739	1.0
PLEKHG1	0.4998709	0.3041553	0.6171659870394739	1.0
KBTBD2	0.4997559	0.7296419	0.6172469640937039	1.0
C19orf70	0.4996409	0.58859134	0.6173279458016576	1.0
TTC39C	0.49941093	0.25365537	0.6174899231755224	1.0
MARCH7	0.49895096	0.4114269	0.6178139337325733	1.0
CNOT8	0.498491	0.31476313	0.6181380186591569	1.0
GCA	0.498491	0.3064419	0.6181380186591569	1.0
CLEC2D	0.498491	0.47169906	0.6181380186591569	1.0
MYO1G	0.498491	0.4107199	0.6181380186591569	1.0
RPL3	0.498376	0.38828257	0.6182190515050066	1.0
UBL7	0.49803102	0.40859884	0.6184621779037603	1.0
AC243960.1	0.49803102	0.35203534	0.6184621779037603	1.0
WIPI2	0.49803102	0.16706279	0.6184621779037603	1.0
KHNYN	0.49780104	0.33622867	0.6186242853792099	1.0
AP1G2	0.49757105	0.9314138	0.6187864114148274	1.0
RHOBTB2	0.49757105	0.41019925	0.6187864114148274	1.0
AP5M1	0.49757105	0.36227623	0.6187864114148274	1.0
MRPL54	0.49734107	0.33812967	0.6189485560041619	1.0
TM7SF3	0.49711108	0.88154894	0.619110719140759	1.0
COPS3	0.4968811	0.77216804	0.6192729008181623	1.0
DSP	0.4968811	0.74245936	0.6192729008181623	1.0
SNORD58A	0.4968811	0.37447283	0.6192729008181623	1.0
TOP1MT	0.49676612	1.7525222	0.6193539986076477	1.0
TINF2	0.49642113	0.37804487	0.6195973197695472	1.0
PDXDC1	0.49630615	1.8072295	0.6196784360853012	1.0
EEF1A1P12	0.49630615	1.5780635	0.6196784360853012	1.0
SYS1	0.49619114	0.6365756	0.6197595570306018	1.0
TMEM156	0.49584618	0.3818837	0.6200029476356979	1.0
POLR3GL	0.4952712	0.2922787	0.6204086911596299	1.0
RAB21	0.4952712	0.23696135	0.6204086911596299	1.0
ILKAP	0.4952712	0.78035647	0.6204086911596299	1.0
CEP78	0.49492624	1.3528829	0.6206521927476332	1.0
DDX1	0.49481124	0.4163244	0.6207333691843814	1.0
FAM50A	0.49435127	0.57400864	0.6210581211134942	1.0
C7orf26	0.49377632	1.3307962	0.6214641648738213	1.0
NENF	0.4936613	1.3896633	0.6215453874642956	1.0
TGFB1	0.49320135	0.07272691	0.6218703239271495	1.0
MTIF3	0.49274138	0.4618269	0.6221953341125218	1.0
OAT	0.4926264	1.3589845	0.6222765981719096	1.0
SDCBP	0.4922814	0.37487346	0.6225204179683606	1.0
AKT3	0.4922814	0.5551246	0.6225204179683606	1.0
S100PBP	0.49216643	1.1340712	0.6226017004372266	1.0
RPS17	0.49193645	0.3968212	0.6227642791751462	1.0
HELQ	0.49182144	0.7259962	0.6228455754425706	1.0
ZCCHC10	0.49136147	0.47127602	0.623170806483014	1.0
UBE2V2	0.49067152	0.30939493	0.6236587908662097	1.0
NUDT16L1	0.49067152	0.79545796	0.6236587908662097	1.0
ARHGAP1	0.49067152	0.3641811	0.6236587908662097	1.0
SNX11	0.49055654	1.2249659	0.6237401376655651	1.0
C2orf49	0.49055654	1.1911881	0.6237401376655651	1.0
TRNAU1AP	0.49032655	1.0808623	0.6239028450302031	1.0
CFDP1	0.49021155	0.61078036	0.6239842055938518	1.0
PSMB1	0.48998156	0.06353257	0.6241469404797224	1.0
C1orf35	0.48986658	1.2222122	0.6242283148003093	1.0
NLRP1	0.48975158	0.5228627	0.6243096937049069	1.0
DEAF1	0.4896366	1.1890156	0.6243910771926973	1.0
C5orf51	0.4896366	1.0666469	0.6243910771926973	1.0
G6PD	0.4896366	0.9402373	0.6243910771926973	1.0
AL358794.1	0.4896366	1.0487132	0.6243910771926973	1.0
RPS19BP1	0.4895216	0.37201068	0.6244724652628624	1.0
ZDHHC7	0.48940662	1.1520916	0.6245538579145842	1.0
PKN2	0.48940662	1.0184377	0.6245538579145842	1.0
PATL1	0.4892916	0.7799984	0.6246352551470438	1.0
SELENOK	0.48883164	0.2927798	0.624960889867889	1.0
MCM3AP	0.48883164	0.99733603	0.624960889867889	1.0
ANKLE2	0.48883164	1.0850415	0.624960889867889	1.0
REL	0.48860165	0.04871483	0.6251237346914486	1.0
UBE4B	0.48860165	1.2371553	0.6251237346914486	1.0
SNRPGP10	0.4881417	1.1169597	0.6254494792320617	1.0
UBE2K	0.48745173	0.39384508	0.6259382331782946	1.0
JMJD6	0.48745173	3.6878016	0.6259382331782946	1.0
METTL21A	0.48722175	0.38767672	0.6261011877035245	1.0
RPS19	0.48710677	0.26235178	0.6261826718142849	1.0
POLR2B	0.48676178	0.29098475	0.6264271515292847	1.0
BHLHE40	0.4865318	0.61429393	0.6265901608166626	1.0
SUCLG1	0.48641682	0.45081946	0.6266716723010977	1.0
LMAN1	0.4863018	0.30570844	0.6267531883449333	1.0
GOLPH3	0.4863018	0.25227016	0.6267531883449333	1.0
EXOSC3	0.48561186	1.004345	0.6272423803092596	1.0
MRPL40	0.48538187	0.55765754	0.6274054807352463	1.0
INTS6L	0.4851519	2.4398565	0.6275685993691852	1.0
PIGX	0.48469192	2.680022	0.6278948912345322	1.0
DIS3L	0.48469192	2.4115188	0.6278948912345322	1.0
ZNF671	0.48469192	2.3780575	0.6278948912345322	1.0
CHMP1A	0.48446193	0.6305523	0.6280580644527403	1.0
GEMIN4	0.48446193	2.5969324	0.6280580644527403	1.0
FAM219B	0.48446193	2.542831	0.6280580644527403	1.0
GRAMD1A	0.48446193	2.5192318	0.6280580644527403	1.0
IFIT5	0.48423195	0.31822827	0.6282212558525002	1.0
FAM46A	0.48423195	0.6097207	0.6282212558525002	1.0
BTF3P5	0.48377198	0.6204637	0.6285476931702457	1.0
COX5A	0.483542	0.11417306	0.62871093907501	1.0
ABRAXAS1	0.483312	0.5412475	0.6288742031348833	1.0
ZNF271P	0.483312	0.8979925	0.6288742031348833	1.0
SMG1P1	0.483312	0.56406134	0.6288742031348833	1.0
AC013248.2	0.48308203	0.054811597	0.6290374853432479	1.0
DNPH1	0.48308203	0.6641507	0.6290374853432479	1.0
RPS27P21	0.48285204	0.19229633	0.6292007856934843	1.0
FAM213A	0.48216212	1.8777323	0.6296907955291824	1.0
ZFYVE16	0.48193213	2.0242121	0.6298541683806517	1.0
ARFIP1	0.48193213	0.9545953	0.6298541683806517	1.0
ABR	0.48193213	2.0823596	0.6298541683806517	1.0
USP11	0.48181713	0.4324219	0.6299358615975753	1.0
TRIB3	0.48170215	1.6225277	0.6300175593408526	1.0
ALDH2	0.48147216	1.7251816	0.6301809684031492	1.0
ZNF844	0.48147216	1.882731	0.6301809684031492	1.0
CYB5R1	0.48147216	1.8523796	0.6301809684031492	1.0
EEF1A1P4	0.48147216	1.9179568	0.6301809684031492	1.0
ZC3H12D	0.48147216	1.669478	0.6301809684031492	1.0
C1orf123	0.48147216	0.5753266	0.6301809684031492	1.0
ARF5	0.48147216	1.666533	0.6301809684031492	1.0
TTC28-AS1	0.48147216	1.6670092	0.6301809684031492	1.0
SLC35A1	0.48147216	1.7375386	0.6301809684031492	1.0
MRPL37	0.48112717	0.77461183	0.630426115923501	1.0
ATOX1	0.4810122	1.7950736	0.6305078408074726	1.0
MGAT4A	0.48055223	1.5888776	0.6308347855404814	1.0
CFP	0.48055223	0.9579606	0.6308347855404814	1.0
RHOT1	0.48055223	0.83668774	0.6308347855404814	1.0
CMAS	0.48055223	1.6206307	0.6308347855404814	1.0
AC025857.2	0.48032224	0.47879902	0.6309982850136249	1.0
ADIPOR2	0.48032224	0.8592819	0.6309982850136249	1.0
RAB18	0.48009226	0.5163153	0.6311618025489929	1.0
EFCAB13	0.47986227	0.8102516	0.6313253381399309	1.0
PRPF4	0.4794023	1.5242761	0.6316524634618856	1.0
HERC1	0.4792873	0.91020525	0.6317342560667008	1.0
SKP1P1	0.47917232	0.87936753	0.6318160531795805	1.0
ZNF12	0.47917232	0.7241172	0.6318160531795805	1.0
PPP6C	0.47917232	0.15138572	0.6318160531795805	1.0
NR4A2	0.47894233	0.62675273	0.631979660926201	1.0
BCL7C	0.47882733	0.3730971	0.6320614715582746	1.0
ZNF585A	0.47871235	0.6018947	0.6321432866950794	1.0
RNF181	0.47859734	0.3360333	0.6322251063357809	1.0
MOB4	0.47859734	0.6137645	0.6322251063357809	1.0
HSD17B12	0.47836736	0.8372933	0.6323887591255387	1.0
RPP38	0.4780224	1.3452796	0.6326342720685463	1.0
PSMD12	0.47756243	1.0716621	0.6329616856397878	1.0
MAGED2	0.47733244	1.3775387	0.633125419402045	1.0
CSTF3	0.47710246	1.4375765	0.6332891711398125	1.0
PURA	0.47710246	0.2652239	0.6332891711398125	1.0
AC026462.1	0.47710246	1.3597558	0.6332891711398125	1.0
CEP295	0.47687247	1.1444376	0.6334529408464015	1.0
CALM3	0.4766425	0.18399993	0.6336167285151206	1.0
MAP3K14	0.47652748	0.8199926	0.6336986290831871	1.0
MSL2	0.47652748	0.3116818	0.6336986290831871	1.0
PAXX	0.47618252	0.7114803	0.63394435771217	1.0
FANCF	0.47618252	0.7033243	0.63394435771217	1.0
TRAPPC3	0.47618252	1.3796852	0.63394435771217	1.0
IMPDH1	0.47618252	1.1795067	0.63394435771217	1.0
CMC1	0.47595254	1.2203627	0.6341081992271043	1.0
WRNIP1	0.47583753	0.7901012	0.6341901267107424	1.0
CD22	0.47549257	0.57091486	0.6344359360562825	1.0
SCAF8	0.47549257	0.55821496	0.6344359360562825	1.0
SIRT2	0.47549257	1.242534	0.6344359360562825	1.0
MRPS9	0.47537756	0.8487538	0.634517881466877	1.0
ZNF410	0.47526258	1.2154695	0.6345998313571144	1.0
AC133065.6	0.47526258	0.54727626	0.6345998313571144	1.0
NFKB2	0.47434264	0.5711456	0.6352555916454677	1.0
PEX19	0.47411266	1.1226768	0.6354195764552304	1.0
PIBF1	0.47411266	1.2142558	0.6354195764552304	1.0
AXIN1	0.4736527	1.2755836	0.6357475997129131	1.0
HIKESHI	0.4734227	0.57000923	0.6359116381473793	1.0
TMEM87B	0.47296274	1.1595423	0.636239768593907	1.0
FASTKD5	0.47296274	1.0385823	0.636239768593907	1.0
AC110994.2	0.47273275	1.1032096	0.6364038605924991	1.0
SPAG16	0.47261775	24.999176	0.6364859132826792	1.0
ACSL1	0.47261775	24.953297	0.6364859132826792	1.0
TMEM229B	0.47261775	25.138979	0.6364859132826792	1.0
SH3BP5L	0.47261775	25.013954	0.6364859132826792	1.0
UBXN11	0.47261775	25.084463	0.6364859132826792	1.0
MED9	0.47261775	24.958227	0.6364859132826792	1.0
ZNF420	0.47261775	24.931177	0.6364859132826792	1.0
ZNF585B	0.47261775	24.864233	0.6364859132826792	1.0
HNRNPA1L2	0.47261775	25.063995	0.6364859132826792	1.0
MAP3K7	0.4720428	1.0043218	0.6368962436087149	1.0
TP53TG1	0.4720428	0.9501818	0.6368962436087149	1.0
SUZ12	0.4719278	0.25945982	0.6369783230430472	1.0
LYPLA1	0.47158283	0.39511487	0.6372245880691125	1.0
AC010422.3	0.47077787	0.32204747	0.637799362239496	1.0
BX119917.1	0.4706629	0.3400717	0.637881490625875	1.0
OARD1	0.47054788	0.6993566	0.6379636234573709	1.0
ERCC6L2	0.4704329	0.9911488	0.6380457607331387	1.0
PUM3	0.4703179	0.57380635	0.6381279024523323	1.0
ITGB7	0.47020292	0.38930616	0.638210048614106	1.0
SUMF2	0.47008792	0.67148685	0.6382921992176136	1.0
PSMA5	0.47008792	0.2581915	0.6382921992176136	1.0
SNX12	0.46997294	0.8234569	0.6383743542620091	1.0
RABEP2	0.46997294	0.97025305	0.6383743542620091	1.0
KIF21B	0.46997294	0.9577193	0.6383743542620091	1.0
PCED1B	0.46974295	0.41497478	0.6385386776700781	1.0
DDRGK1	0.46951297	0.9762721	0.63870301883154	1.0
AC092418.1	0.46951297	0.92083347	0.63870301883154	1.0
FOPNL	0.46916798	0.59650147	0.6389495638465235	1.0
CD68	0.469053	0.6957855	0.6390317543875395	1.0
RPS10P28	0.46882302	0.9456346	0.6391961487685183	1.0
TMEM128	0.46882302	2.4681702	0.6391961487685183	1.0
TRIM21	0.46882302	0.7644091	0.6391961487685183	1.0
DCAF11	0.46859303	0.85455084	0.6393605608757731	1.0
NT5C3AP1	0.46836305	2.0014412	0.6395249907025184	1.0
IDE	0.46836305	2.187208	0.6395249907025184	1.0
MRPL14	0.46813306	0.95387423	0.6396894382419656	1.0
SLC16A7	0.46813306	2.0681334	0.6396894382419656	1.0
MIER1	0.46778807	0.35743883	0.6399361427475966	1.0
UBE3A	0.46778807	0.19012395	0.6399361427475966	1.0
ATRAID	0.4674431	0.22550943	0.6401828870685959	1.0
COPB1	0.4674431	0.1958137	0.6401828870685959	1.0
DCTN1	0.4673281	0.2666081	0.6402651440194904	1.0
EIF3J	0.4673281	0.28406224	0.6402651440194904	1.0
CCND2	0.46698314	0.23395877	0.6405119413919553	1.0
ZNRD1	0.46698314	0.93636703	0.6405119413919553	1.0
YTHDF1	0.46686813	0.53665525	0.6405942160198697	1.0
MIF4GD	0.46663815	0.5142496	0.6407587785262331	1.0
SMARCB1	0.46652317	0.8763478	0.6408410664029802	1.0
BCL10	0.46652317	0.20475794	0.6408410664029802	1.0
DOPEY1	0.46652317	1.9287825	0.6408410664029802	1.0
CASP8AP2	0.4664082	0.39427072	0.6409233586943027	1.0
NCOA1	0.4664082	0.6416218	0.6409233586943027	1.0
PITPNC1	0.4660632	1.9421673	0.6411702620472075	1.0
COQ4	0.46583322	1.7285956	0.6413348863397409	1.0
C1orf109	0.46583322	1.8476307	0.6413348863397409	1.0
RPL11P3	0.46583322	0.072145365	0.6413348863397409	1.0
PCNT	0.46560323	1.5989276	0.6414995282701325	1.0
RAB28	0.46560323	1.9138136	0.6414995282701325	1.0
CCDC127	0.46560323	1.7199903	0.6414995282701325	1.0
ASCC1	0.46560323	1.7824436	0.6414995282701325	1.0
ZSCAN16-AS1	0.46560323	1.91877	0.6414995282701325	1.0
RFWD3	0.46537325	1.7141327	0.6416641878315625	1.0
FUNDC1	0.46514326	1.5244272	0.6418288650172088	1.0
GON7	0.46514326	1.6870925	0.6418288650172088	1.0
BRAT1	0.46514326	1.6409109	0.6418288650172088	1.0
METTL9	0.46514326	0.25752372	0.6418288650172088	1.0
AL078604.1	0.46514326	0.20252599	0.6418288650172088	1.0
DBT	0.46514326	1.639516	0.6418288650172088	1.0
NIP7	0.46514326	0.8786367	0.6418288650172088	1.0
RN7SKP237	0.46514326	1.7895004	0.6418288650172088	1.0
POLM	0.4650283	1.5833049	0.6419112102169805	1.0
UBE2G2	0.4646833	0.2358132	0.6421582722338488	1.0
TMEM35B	0.4646833	0.8346276	0.6421582722338488	1.0
NUDCD3	0.46433833	0.5697564	0.6424053738591186	1.0
CHD9	0.46422333	0.27451828	0.6424877498654232	1.0
WDR36	0.46422333	0.7845545	0.6424877498654232	1.0
TOPORS	0.46410835	1.4999211	0.6425701302692445	1.0
MDS2	0.46399334	1.612477	0.6426525150697278	1.0
EXOSC9	0.46399334	0.8489348	0.6426525150697278	1.0
CNST	0.46399334	0.41605	0.6426525150697278	1.0
LZIC	0.46353337	1.4997612	0.6429820982211831	1.0
USP53	0.46353337	1.5090482	0.6429820982211831	1.0
DDX39B	0.4634184	0.019597476	0.6430645049921513	1.0
PPIP5K2	0.4630734	0.8220375	0.643311751650818	1.0
STK40	0.46295843	0.46798423	0.6433941759827744	1.0
FOXJ2	0.46284342	1.3809168	0.6434766047028374	1.0
DUSP23	0.46261343	1.2704612	0.6436414753038582	1.0
IFNGR1	0.46238345	0.23731524	0.643806363447027	1.0
RBM41	0.46226847	1.4194604	0.6438888140947747	1.0
ZNF3	0.46215346	1.218765	0.6439712691254882	1.0
BATF	0.46215346	1.3294306	0.6439712691254882	1.0
ZBTB5	0.46192348	1.3232657	0.6441361923323831	1.0
AC005943.1	0.46192348	1.0224558	0.6441361923323831	1.0
TNKS2	0.4616935	0.6128691	0.6443011330608507	1.0
OTUD4	0.46157852	1.4129946	0.6443836099935294	1.0
HSP90AA2P	0.4614635	0.5370444	0.6444660913040274	1.0
PSMD13	0.46123353	0.7128106	0.6446310670550472	1.0
MORC3	0.46077356	0.28241226	0.6449610710531382	1.0
ZDHHC2	0.4601986	0.4530997	0.6453736744099643	1.0
TRAPPC5	0.4601986	0.21348776	0.6453736744099643	1.0
RNF149	0.4600836	0.7725064	0.6454562081872943	1.0
WAS	0.45996863	0.08369783	0.6455387463312724	1.0
AC026271.1	0.45985362	0.6308423	0.645621288841038	1.0
ATE1	0.45973864	1.2584686	0.6457038357157304	1.0
C3orf38	0.45927867	0.3655837	0.6460340668465518	1.0
COMMD2	0.45916367	0.6558006	0.6461166355329642	1.0
PPIL1	0.45858872	1.1180621	0.6465295443441872	1.0
TSR2	0.45824373	0.53774387	0.6467773419032132	1.0
KAT8	0.45824373	0.57324857	0.6467773419032132	1.0
CDK5RAP2	0.45812875	1.1639713	0.6468599497964287	1.0
MAP3K5	0.45801374	0.7355413	0.6469425620416426	1.0
WHAMM	0.45801374	0.46317714	0.6469425620416426	1.0
OPTN	0.45778376	0.37360847	0.6471077995846131	1.0
OAS3	0.45766878	1.2141404	0.6471904248806428	1.0
TRIM25	0.45686382	0.5150844	0.64776892366372	1.0
SMAP1	0.45686382	0.7939875	0.64776892366372	1.0
RPS6KB1	0.45686382	1.1521142	0.64776892366372	1.0
TRIAP1	0.45674884	1.0846183	0.647851583723912	1.0
MKKS	0.45674884	1.0525062	0.647851583723912	1.0
FCGR3A	0.45663384	0.56736934	0.647934248125734	1.0
AK6	0.45640385	1.1385404	0.6480995899508064	1.0
LINC01278	0.45617387	3.8163626	0.6482649491320144	1.0
PPP1R11	0.45617387	0.15463367	0.6482649491320144	1.0
ZNF182	0.45617387	3.4481637	0.6482649491320144	1.0
RRP8	0.45617387	4.079934	0.6482649491320144	1.0
GTF2H3	0.45617387	4.18566	0.6482649491320144	1.0
ATP2B4	0.4560589	0.8657584	0.6483476352290052	1.0
MALT1	0.45594388	0.1134197	0.6484303256624325	1.0
AL355987.1	0.4558289	0.25617892	0.6485130204314307	1.0
SMARCD1	0.4557139	0.7690008	0.6485957195351332	1.0
TAB2	0.45513895	0.15383464	0.6490092800438826	1.0
UFSP2	0.45513895	1.029955	0.6490092800438826	1.0
KATNA1	0.45456398	0.9755465	0.6494229487902163	1.0
SIGLEC14	0.454334	0.5002377	0.649588446570982	1.0
FAM213B	0.454334	2.7053008	0.649588446570982	1.0
SSSCA1	0.454334	1.0613797	0.649588446570982	1.0
ZNF441	0.454334	2.906925	0.649588446570982	1.0
ZNF675	0.454219	0.90413696	0.6496712019469424	1.0
SFMBT1	0.454104	2.716101	0.6497539616454632	1.0
DHPS	0.454104	0.5852518	0.6497539616454632	1.0
ZNF773	0.454104	2.887398	0.6497539616454632	1.0
BCAP29	0.45387402	0.2400745	0.6499194940067115	1.0
